date.time,date,time,site,plot,location,detection,common.name,scientific.name,genus,family,class,assessment.method,season,trip,participants,temperature.C,barometric.pressure.mbar,cloud cover.%,max.wind.kmh,average.wind.kmh,humidity.%,rain,start,end,regenerated.tail,notes
2023-11-23T10:29:00Z,2023-11-23T00:00:00Z,20:29,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:29:00Z,2023-11-23T00:00:00Z,20:29,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:29:00Z,2023-11-23T00:00:00Z,20:29,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:30:00Z,2023-11-23T00:00:00Z,20:30,dry_site,101,on,seen,Dubious Gehyra,Gehyra dubia,Gehyra,Gekkonidae,Reptilia,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:32:00Z,2023-11-23T00:00:00Z,20:32,dry_site,101,on,seen,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-23T10:32:00Z,2023-11-23T00:00:00Z,20:32,dry_site,101,on,seen,Squatter Pigeon,Geophaps scripta,Geophaps,Columbidae,Aves,spotlighting,wet,trip1,Jacopo Bartholomew and Michelle Martinez,30.3,968.5,90,0,0,56.1,0,20:20,20:40,NA,fire near the plot
2023-11-22T20:47:00Z,2023-11-23T00:00:00Z,06:47,wet_site,103,off,seen,Pied Butcherbird,Cracticus nigrogularis,Cracticus,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:47:00Z,2023-11-23T00:00:00Z,06:47,wet_site,103,off,seen,Pied Butcherbird,Cracticus nigrogularis,Cracticus,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:47:00Z,2023-11-23T00:00:00Z,06:47,wet_site,103,off,seen,Pied Butcherbird,Cracticus nigrogularis,Cracticus,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
2023-11-22T20:47:00Z,2023-11-23T00:00:00Z,06:47,wet_site,103,off,seen,Pied Butcherbird,Cracticus nigrogularis,Cracticus,Artamidae,Aves,birding,wet,trip1,Jacopo Bartholomew and Michelle Martinez,NA,NA,NA,NA,NA,NA,NA,06:47,07:02,NA,NA
